Key,Title,Series or Movie,View Rating,Release Date
1541,City Lights,Movie,G,07 Mar 1931
1542,City of Angels,Movie,PG-13,10 Apr 1998
1543,City of Joy,Movie,PG-13,17 Apr 1992
1544,City of Joy,Movie,,07 Sep 2018
1545,City of Men,Movie,R,31 Aug 2007
1546,City of Tiny Lights,Movie,Not Rated,26 Jul 2017
1547,City on Fire,Movie,R,13 Feb 1987
1548,City Sharks,Movie,,27 Mar 2003
1549,CJ7,Movie,PG,30 Jan 2008
1550,Claires Camera,Movie,Unrated,09 Mar 2018
1551,Clandestine Childhood,Movie,Not Rated,20 Sep 2012
1552,Clangers,Series,,15 Jun 2015
1553,CLANNAD,Series,TV-PG,02 Oct 2008
1554,Clannad,Movie,TV-PG,04 Oct 2007
1555,Clara,Movie,Not Rated,03 May 2019
1556,Clash,Movie,Not Rated,27 Jul 2016
1557,Clash of the Titans,Movie,PG,12 Jun 1981
1558,Clash of the Titans,Movie,PG-13,02 Apr 2010
1559,Class of 83,Movie,R,20 Aug 1982
1560,Classic Again,Movie,,06 Feb 2020
1561,Classmates Minus,Movie,,20 Feb 2021
1562,Classroom of the Elite,Series,TV-14,12 Jul 2017
1563,Clear and Present Danger,Movie,PG-13,03 Aug 1994
1564,Cleo and Cuquin,Series,TV-Y,22 Jan 2018
1565,Clergy,Movie,,28 Sep 2018
1566,Click,Movie,PG-13,23 Jun 2006
1567,Climax,Movie,R,19 Sep 2018
1568,Clive Davis: The Soundtrack of Our Lives,Movie,Not Rated,17 Sep 2019
1569,Cloclo,Movie,,14 Mar 2012
1570,Close,Movie,TV-MA,18 Jan 2019
1571,Close Encounters of the Third Kind,Movie,PG,14 Dec 1977
1572,Close Enough,Series,TV-14,09 Jul 2020
1573,Close Range,Movie,TV-MA,11 Dec 2015
1574,Close Your Eyes Before Itâ€™s Dark,Series,,30 Dec 2016
1575,Close-Knit,Movie,,25 Feb 2017
1576,Closely Watched Trains,Movie,Not Rated,18 Nov 1966
1577,Closer,Movie,R,03 Dec 2004
1578,Closer to Heaven,Movie,,24 Sep 2009
1579,Closest Love to Heaven,Movie,,25 Feb 2017
1580,Cloud Atlas,Movie,R,26 Oct 2012
1581,Cloudy with a Chance of Meatballs,Movie,PG,18 Sep 2009
1582,Cloudy with a Chance of Meatballs 2,Movie,PG,27 Sep 2013
1583,Cloverfield,Movie,PG-13,18 Jan 2008
1584,Clown,Movie,R,17 Jun 2016
1585,Club 57,Series,,11 Apr 2019
1586,Club de Cuervos,Series,TV-MA,07 Aug 2015
1587,Clueless,Movie,PG-13,19 Jul 1995
1588,Coach Carter,Movie,PG-13,14 Jan 2005
1589,Coach Snoop,Series,TV-MA,19 May 2016
1590,Cobra,Movie,R,23 May 1986
1591,Cobra Kai,Series,TV-14,02 May 2018
1592,Cocaine,Series,,16 Jan 2005
1593,Coco y Raulito: Carrusel de ternura,Movie,,27 Jul 2018
1594,Code 8,Movie,Not Rated,13 Dec 2019
1595,Code Geass: Lelouch of the Re;Surrection,Movie,Not Rated,05 May 2019
1596,Code Geass: Lelouch of the Rebellion,Series,TV-14,
1597,Code Lyoko,Series,TV-Y7,19 Apr 2004
1598,Code Unknown,Movie,Not Rated,30 Nov 2001
1599,Coffee Prince,Series,,02 Jul 2007
1600,Coin Locker Girl,Movie,,29 Apr 2015
1601,Cold Eyes,Movie,Not Rated,03 Jul 2013
1602,Cold Feet,Movie,TV-PG,11 Dec 2000
1603,Cold Fish,Movie,Not Rated,06 Jul 2011
1604,Cold Pursuit,Movie,R,08 Feb 2019
1605,Cold Skin,Movie,,07 Sep 2018
1606,Cold War,Movie,R,08 Jun 2018
1607,Cold War,Movie,R,08 Nov 2012
1608,Colette,Movie,R,20 Dec 2018
1609,Colette,Movie,R,20 Dec 2018
1610,Colin Quinn: Red State Blue State,Movie,TV-14,27 May 2019
1611,Colin Quinn: The New York Story,Movie,TV-MA,18 Nov 2016
1612,Colin Quinn: Unconstitutional,Movie,Not Rated,01 Feb 2015
1613,Collateral,Series,TV-MA,09 Mar 2018
1614,Collateral,Movie,R,06 Aug 2004
1615,Collateral Beauty,Movie,PG-13,16 Dec 2016
1616,Collective,Movie,Not Rated,20 Nov 2020
1617,College Romance,Series,TV-MA,01 Oct 2019
1618,Colombiana,Movie,PG-13,26 Aug 2011
1619,Colony,Series,TV-14,14 Jan 2016
1620,Color Out of Space,Movie,Unrated,05 Feb 2020
1621,Colossal,Movie,R,21 Apr 2017
1622,Columbus,Movie,Not Rated,04 Aug 2017
1623,Com a Palavra: Arnaldo Antunes,Movie,,19 Oct 2018
1624,Come and Find Me,Movie,R,11 Nov 2016
1625,Come and Hug Me,Series,,16 May 2018
1626,Come As You Are,Movie,,14 Sep 2011
1627,Come Back Mister,Series,,24 Feb 2016
1628,Comè bello far lamore,Movie,,15 Feb 2017
1629,Come On!: Therapy for the Undecided,Series,,05 Nov 2015
1630,Come Sunday,Movie,TV-14,13 Apr 2018
1631,Comedians in Cars Getting Coffee,Series,TV-14,19 Jul 2012
1632,Comidark Films,Series,,28 Aug 2020
1633,Coming Home,Movie,PG-13,16 May 2014
1634,Coming to America,Movie,R,29 Jun 1988
1635,Commitment,Movie,Not Rated,06 Dec 2013
1636,Community,Series,TV-14,17 Sep 2009
1637,Comrades: Almost a Love Story,Movie,,02 Nov 1996
1638,Conan the Barbarian,Movie,R,19 Aug 2011
1639,"Conan, The Boy in Future",Series,TV-PG,04 Apr 1978
1640,"Conan, The Boy in Future",Movie,TV-PG,04 Apr 1978
1641,"Conan, The Boy in Future: Kyodaiki Gigant no Fukkatsu",Movie,,11 Mar 1984
1642,Concussion,Movie,PG-13,25 Dec 2015
1643,Concussion,Movie,R,05 Dec 2013
1644,Coneheads,Movie,PG,23 Jul 1993
1645,Confession,Movie,,10 Jul 2014
1646,Confession of Murder,Movie,Not Rated,08 Nov 2012
1647,Confession of Pain,Movie,,21 Dec 2006
1648,Confessions,Movie,Not Rated,05 Jun 2010
1649,Confidential Assignment,Movie,Not Rated,03 Feb 2017
1650,Confidentially Yours,Movie,PG,10 Aug 1983
1651,Congo,Movie,PG-13,09 Jun 1995
1652,conjuring 2,Movie,R,10 Jun 2016
1653,Connected,Series,Not Rated,25 Sep 2008
1654,Connected,Movie,Not Rated,25 Sep 2008
1655,Connected,Movie,Not Rated,25 Sep 2008
1656,Conor McGregor: Notorious,Movie,R,08 Nov 2017
1657,Conscience,Movie,,28 Oct 1955
1658,Consequences,Movie,,07 Mar 2014
1659,Consequences of Love,Movie,,24 Sep 2004
1660,Conspiracy,Movie,,25 Jan 2017
1661,Conspiracy Theory,Movie,R,08 Aug 1997
1662,Constantine,Movie,R,18 Feb 2005
1663,Contagion,Movie,PG-13,09 Sep 2011
1664,Containment,Series,TV-14,19 Apr 2016
1665,Contempt,Movie,Not Rated,18 Dec 1964
1666,Contraband,Movie,R,13 Jan 2012
1667,Contracted,Movie,Not Rated,22 Nov 2013
1668,Contratiempo,Movie,TV-MA,06 Jan 2017
1669,Conversations with a Killer: The Ted Bundy Tapes,Series,TV-MA,24 Jan 2019
1670,Conviction,Movie,R,05 Nov 2010
1671,Cook Up A Storm,Movie,,17 Feb 2017
1672,Cooked,Series,,19 Feb 2016
1673,Cooked with Cannabis,Series,TV-MA,20 Apr 2020
1674,Cool Hand Luke,Movie,GP,01 Nov 1967
1675,Cooties,Movie,R,18 Sep 2015
1676,Cop Car,Movie,R,07 Aug 2015
1677,Cop or Hood,Movie,PG,28 Mar 1979
1678,Cop Out,Movie,R,26 Feb 2010
1679,Cops and Robbers,Movie,,21 Dec 1951
1680,Coraline,Movie,PG,06 Feb 2009
1681,"Coronavirus, Explained",Series,TV-PG,26 Apr 2020
1682,Corpse Bride,Movie,PG,23 Sep 2005
1683,Corpus Christi,Movie,,28 Feb 2020
1684,Cosy Dens,Movie,,08 Apr 1999
1685,Countdown,Movie,PG-13,25 Oct 2019
1686,Counterpunch,Movie,,16 Jun 2017
1687,Coup de Torchon,Movie,Not Rated,04 Nov 1981
1688,Couples Retreat,Movie,PG-13,09 Oct 2009
1689,Courageous,Movie,PG-13,30 Sep 2011
1690,Court,Movie,,17 Apr 2015
1691,Cowboy Bebop,Series,TV-14,02 Sep 2001
1692,Cowboy Bebop: The Movie,Movie,R,16 May 2003
1693,Cowboys and Aliens,Movie,PG-13,29 Jul 2011
1694,Cowspiracy,Movie,Not Rated,15 Sep 2015
1695,"Crack: Cocaine, Corruption & Conspiracy",Movie,TV-MA,11 Jan 2021
1696,Crackerjack,Movie,,07 Nov 2002
1697,Craig Ferguson: Tickle Fight,Movie,TV-MA,05 Dec 2017
1698,Crank,Movie,R,01 Sep 2006
1699,Crank 2: High Voltage,Movie,R,17 Apr 2009
1700,Crash Landing on You,Series,TV-14,14 Dec 2019
1701,Crashing,Series,TV-MA,11 Jan 2016
1702,Crawl,Movie,R,12 Jul 2019
1703,Crayon Shin-chan,Series,,24 Jul 1993
1704,Crazy Beautiful You,Movie,,25 Feb 2015
1705,Crazy Delicious,Series,TV-PG,21 Jan 2020
1706,Crazy Ex-Girlfriend,Series,TV-14,12 Oct 2015
1707,Crazy Rich Asians,Movie,PG-13,15 Aug 2018
1708,"Crazy, Lovely, Cool",Series,,02 May 2018
1709,"Crazy, Stupid, Love",Movie,PG-13,29 Jul 2011
1710,Crazyhead,Series,,01 Oct 2016
1711,CRD,Movie,Not Rated,29 Sep 2017
1712,Creators,Series,,10 Mar 2015
1713,Creed,Movie,PG-13,25 Nov 2015
1714,Creed II,Movie,PG-13,21 Nov 2018
1715,Creep,Movie,R,23 Jun 2015
1716,Creep 2,Movie,Not Rated,24 Oct 2017
1717,Creeped Out,Series,TV-Y7,31 Oct 2017
1718,Creepy,Movie,Not Rated,18 Jun 2016
1719,Cricket Fever: Mumbai Indians,Series,,01 Mar 2019
1720,Crime Diaries: Night Out,Series,,03 May 2019
1721,Crime Diaries: The Candidate,Series,TV-MA,22 Mar 2019
1722,Crime Files: The Homefront,Series,,01 Jun 2016
1723,Crime Story,Movie,R,24 Jun 1993
1724,Crimi Clowns: De Movie,Movie,,03 Apr 2013
1725,Criminal,Movie,R,15 Apr 2016
1726,Criminal Justice,Series,Not Rated,30 Jun 2008
1727,Criminal Minds,Series,TV-14,22 Sep 2005
1728,Criminal: France,Series,,20 Sep 2019
1729,Criminal: Germany,Series,,20 Sep 2019
1730,Criminal: Spain,Series,,20 Sep 2019
1731,Criminal: UK,Series,TV-MA,20 Sep 2019
1732,Crimson Peak,Movie,R,16 Oct 2015
1733,Crisálida,Series,,26 Sep 2019
1734,Crisis Jung,Series,,15 Jul 2018
1735,Crisis: Special Security Squad,Series,,01 Apr 2017
1736,Cristina,Movie,,16 Nov 2016
1737,Critical Thinking,Movie,Not Rated,04 Sep 2020
1738,Crocodile Dundee,Movie,PG-13,26 Sep 1986
1739,Crocodile Dundee 2,Movie,PG,25 May 1988
1740,Cromartie High School,Series,TV-14,02 Oct 2003
1741,Cross Game,Series,,05 Apr 2009
1742,Crossing,Movie,,05 Jun 2008
1743,Crossroads,Movie,R,14 Mar 1986
1744,Crossroads: One Two Jaga,Movie,,06 Sep 2018
1745,"Crouching Tiger, Hidden Dragon",Movie,PG-13,12 Jan 2001
1746,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Movie,PG-13,26 Feb 2016
1747,Crows: Episode Zero,Movie,,27 Oct 2007
1748,Crows: Episode Zero II,Movie,,11 Apr 2009
1749,Crying Fist,Movie,,01 Apr 2005
1750,Crying Out Love in the Center of the World,Movie,,08 May 2004
1751,Cuba and the Cameraman,Movie,,24 Nov 2017
1752,Cube,Movie,R,11 Jul 1998
1753,Cuckoo,Series,TV-14,07 Mar 2016
1754,Cunning Single Lady,Series,,27 Feb 2014
1755,Cupcake and Dino - General Services,Series,TV-Y7,27 Jul 2018
1756,Cure,Movie,Not Rated,08 Jul 2001
1757,Curious George,Series,G,10 Feb 2006
1758,Curse of Chucky,Movie,R,24 Sep 2013
1759,Curse of the Golden Flower,Movie,R,12 Jan 2007
1760,Cursed,Series,PG-13,25 Feb 2005
1761,Cut Bank,Movie,R,03 Apr 2015
1762,Cut Throat City,Movie,R,21 Aug 2020
1763,Cuties,Movie,TV-MA,09 Sep 2020
1764,Cybernatural,Movie,R,17 Apr 2015
1765,Cymbeline,Movie,R,13 Mar 2015
1766,Cypher,Series,R,18 Jan 2003
1767,Cyrano Agency,Movie,Not Rated,16 Sep 2010
1768,D.E.B.S.,Movie,PG-13,25 Mar 2005
1769,D.L. Hughley: Clear,Movie,Unrated,01 Apr 2014
1770,D.L. Hughley: Contrarian,Movie,,18 Sep 2018
1771,Da 5 Bloods,Movie,R,12 Jun 2020
1772,Da Geht Noch Was,Movie,,12 Sep 2013
1773,Da Kath and Kim Code,Movie,TV-14,27 Nov 2005
1774,Dabangg,Movie,Not Rated,10 Sep 2010
1775,Dabbe: Ci̇n Çarpmasi,Movie,,02 Aug 2013
1776,Daddy,Movie,,
1777,Daddy Day Camp,Movie,PG,08 Aug 2007
1778,Daddy Day Care,Movie,PG,09 May 2003
1779,Daddys Home,Movie,PG-13,25 Dec 2015
1780,Daddys Home 2,Movie,PG-13,10 Nov 2017
1781,Daeho,Movie,Not Rated,08 Jan 2016
1782,Daffy Ducks Quackbusters,Movie,G,24 Sep 1988
1783,Daily Lives of High School Boys,Series,TV-14,09 Jan 2012
1784,Dalida,Movie,PG,01 Sep 2017
1785,Dallas Buyers Club,Movie,R,22 Nov 2013
1786,Damnation,Series,TV-MA,
1787,Damsel,Movie,R,22 Jun 2018
1788,Dance Academy,Series,TV-PG,
1789,Dance Academy: The Comeback,Movie,Not Rated,02 Mar 2018
1790,Dance Dreams: Hot Chocolate Nutcracker,Movie,TV-G,27 Nov 2020
1791,Dance Sports Girls,Movie,,27 Sep 2017
1792,Dance with Me,Movie,PG,21 Aug 1998
1793,Dancer in the Dark,Movie,R,06 Oct 2000
1794,Dances with Wolves,Movie,PG-13,21 Nov 1990
1795,Dancing Queen,Series,,05 Oct 2018
1796,Dancing Queen,Movie,,
1797,Dancing with the Birds,Movie,,23 Oct 2019
1798,Dangal,Movie,Not Rated,21 Dec 2016
1799,Danger Mouse,Series,TV-Y7,28 Sep 2015
1800,Danger Mouse,Series,TV-Y,04 Jun 1984
1801,Dangerous Liaisons,Movie,R,24 Feb 1989
1802,Dangerous Lies,Movie,TV-14,30 Apr 2020
1803,Daniel Arends: Blessuretijd,Movie,,13 Jan 2012
1804,Daniël Arends: Carte Blanche,Movie,,14 Oct 2016
1805,Daniël Arends: De Zachte Heelmeester,Movie,,
1806,Daniel Sloss: Live Shows,Series,TV-MA,11 Sep 2018
1807,Daniel Sosa: Maleducado,Movie,TV-MA,27 Jun 2019
1808,Daniel Tigers Neighborhood,Series,TV-Y,03 Sep 2012
1809,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? - Arrow of the Orion,Movie,,23 Jul 2019
1810,Dantes Inferno,Movie,,03 Oct 1960
1811,Daprès une Histoire Vraie,Movie,,01 Feb 2017
1812,Dare Me,Series,TV-MA,19 Dec 2019
1813,Daria,Movie,TV-14,03 Mar 1997
1814,Dark,Series,TV-MA,01 Dec 2017
1815,Dark Blue Kiss,Series,,12 Oct 2019
1816,Dark Blue World,Movie,R,17 May 2001
1817,Dark City,Movie,R,27 Feb 1998
1818,Dark Crimes,Movie,R,18 May 2018
1819,Dark Figure of Crime,Movie,Not Rated,03 Oct 2018
1820,Dark Habits,Movie,Not Rated,03 Oct 1983
1821,Dark Matter,Series,TV-14,12 Jun 2015
1822,Dark Net,Series,TV-MA,21 Jan 2016
1823,Dark Places,Movie,R,18 Jun 2015
1824,Dark Shadows,Movie,PG-13,11 May 2012
1825,Dark Skies,Movie,PG-13,22 Feb 2013
1826,Dark Waters,Movie,PG-13,06 Dec 2019
1827,Darker Than Black,Series,TV-MA,05 Apr 2007
1828,Darkest Hour,Movie,PG-13,22 Dec 2017
1829,Darkness,Movie,PG-13,25 Dec 2004
1830,Darwin’s Game,Series,TV-14,04 Jan 2020
1831,Das Boot: Directors Cut,Movie,R,10 Feb 1982
1832,Das Boot: Theatrical Cut,Movie,R,10 Feb 1982
1833,Date A Live,Series,TV-14,08 Oct 2013
1834,Date Night,Movie,PG-13,09 Apr 2010
1835,Daughter From Another Mother,Series,TV-MA,20 Jan 2021
1836,Daughters of Destiny,Series,,28 Jul 2017
1837,Dave Chappelle,Series,TV-MA,26 Jul 2000
1838,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Movie,TV-MA,07 Jan 2020
1839,David Attenborough: A Life on Our Planet,Movie,PG,04 Oct 2020
1840,David Beckham: For the Love of the Game,Movie,,29 Dec 2015
1841,David Beckham: Into the Unknown,Series,TV-14,13 Jun 2014
1842,David Blaine: Real or Magic?,Movie,TV-14,19 Nov 2013
1843,David Blaine: Street Magic,Movie,,19 May 1997
1844,David Blaine: What Is Magic?,Movie,Not Rated,18 Apr 2010
1845,David Brent: Life on the Road,Movie,,10 Feb 2017
1846,David Cross: Making America Great Again!,Movie,,05 Aug 2016
1847,David Foster: Off the Record,Movie,TV-MA,01 Jul 2020
1848,Dawn of a New Day: The Man Behind VHS,Movie,,15 Jun 2002
1849,Dawn of the Dead,Movie,R,19 Mar 2004
1850,Dawn of the Planet of the Apes,Movie,PG-13,11 Jul 2014
1851,Dawsons Creek,Series,TV-14,20 Jan 1998
1852,Day and Night,Series,,30 Aug 2017
1853,Daybreak,Series,TV-MA,24 Oct 2019
1854,Daylight,Movie,PG-13,06 Dec 1996
1855,Days of Being Wild,Movie,Not Rated,15 Dec 1990
1856,Days of Thunder,Movie,PG-13,27 Jun 1990
1857,Days We Stared at the Sun,Series,,18 Dec 2010
1858,Daytime Shooting Star,Movie,,24 Mar 2017
1859,DC Super Hero Girls,Series,TV-PG,14 Apr 2019
1860,DCs Legends of Tomorrow,Series,,19 Jan 2016
1861,De Boskampis,Movie,,29 Apr 2015
1862,De ce eu?,Movie,,05 Nov 2015
1863,De Fabeltjeskrant,Series,AL,29 Sep 1968
1864,De Geheimen van Barslet,Series,,06 Oct 2012
1865,De Ridder,Series,,13 Oct 2013
1866,De Surprise,Movie,,
1867,Dead Calm,Movie,R,07 Apr 1989
1868,Dead End,Series,R,26 Sep 2003
1869,Dead End,Movie,R,26 Sep 2003
1870,Dead Man Down,Movie,R,08 Mar 2013
1871,Dead Run,Movie,,17 Dec 2005
1872,Dead Set,Series,,27 Oct 2008
1873,Dead Silence,Movie,R,16 Mar 2007
1874,Dead to Me,Series,TV-MA,03 May 2019
1875,Deadly Class,Series,TV-MA,20 Dec 2018
1876,Deadman Wonderland,Series,TV-MA,16 Apr 2011
1877,Deadpool,Movie,R,12 Feb 2016
1878,Deadwind,Series,TV-MA,23 Aug 2018
1879,Dean,Movie,PG-13,02 Jun 2017
1880,Dear Dakanda,Movie,,06 Oct 2005
1881,Dear Ex,Movie,TV-MA,02 Nov 2018
1882,Dear Friends,Movie,,03 Feb 2007
1883,Dear John,Movie,PG-13,05 Feb 2010
1884,Dear My Friends,Series,,13 May 2016
1885,Dear Secret Santa,Movie,PG,30 Nov 2013
1886,Dear White People,Series,R,04 Dec 2014
1887,Dear Zindagi,Movie,Not Rated,23 Nov 2016
1888,Death at a Funeral,Movie,R,16 Apr 2010
1889,Death Can Wait,Movie,,28 Feb 2013
1890,Death in Paradise,Series,TV-PG,25 Oct 2011
1891,Death March to the Parallel World Rhapsody,Series,TV-14,11 Jan 2018
1892,Death Note,Movie,TV-14,21 Oct 2007
1893,Death Note,Movie,TV-MA,25 Aug 2017
1894,Death Note,Series,TV-14,21 Oct 2007
1895,Death Note II: The Last Name,Movie,Not Rated,03 Nov 2006
1896,Death Note: L: Change the WorLd,Movie,Not Rated,
1897,Death Parade,Series,TV-MA,01 Jan 2015
1898,Death Race,Movie,R,22 Aug 2008
1899,Death Race 2,Movie,R,18 Jan 2011
1900,Death Sentence,Movie,R,31 Aug 2007
1901,Death to 2020,Movie,TV-MA,27 Dec 2020
1902,Death Wish,Movie,R,24 Jul 1974
1903,Death Wish (2018),Movie,R,02 Mar 2018
1904,Death Wish 3,Movie,R,01 Nov 1985
1905,Deca-Dence,Series,TV-14,08 Jul 2020
1906,Deck the Halls,Movie,PG,22 Nov 2006
1907,Declaration of War,Movie,Not Rated,31 Aug 2011
1908,Dedh Ishqiya,Movie,Not Rated,10 Jan 2014
1909,Deep Blue Sea,Movie,R,28 Jul 1999
1910,Deep Impact,Movie,PG-13,08 May 1998
1911,Deep Water,Series,Not Rated,
1912,Deepwater Horizon,Movie,PG-13,30 Sep 2016
1913,Def Comedy Jam 25,Movie,TV-MA,26 Sep 2017
1914,Default,Movie,Not Rated,28 Nov 2018
1915,Defendant,Series,,23 Jan 2017
1916,Defiance,Movie,R,16 Jan 2009
1917,"Definitely, Maybe",Movie,PG-13,14 Feb 2008
1918,Degrassi: Next Class,Series,TV-PG,03 Jan 2016
1919,Deidra and Laney Rob a Train,Movie,TV-14,17 Mar 2017
1920,Déjà Vu,Movie,PG-13,22 Apr 1998
1921,Dele,Series,,27 Jul 2018
1922,Delhi Belly,Movie,Not Rated,01 Jul 2011
1923,Delhi Crime,Series,TV-MA,22 Mar 2019
1924,Delicatessen,Movie,R,03 Apr 1992
1925,Deliver Us,Series,,29 Sep 2016
1926,Deliver Us from Evil,Movie,R,02 Jul 2014
1927,Deliverance,Movie,R,18 Aug 1972
1928,Demain Tout Commence,Movie,,07 Dec 2016
1929,Demetri Martin: Live (At the Time),Movie,TV-MA,01 Mar 2015
1930,Demetri Martin: The Overthinker,Movie,,10 Aug 2018
1931,Demolition,Movie,R,08 Apr 2016
1932,Demolition Man,Movie,R,08 Oct 1993
1933,Demon King Daimao,Series,TV-MA,03 Apr 2010
1934,Demon Slayer: Kimetsu no Yaiba,Series,TV-MA,22 Jan 2021
1935,Demonic,Movie,R,10 Oct 2017
1936,Demons Path,Series,R,09 Sep 2016
1937,Den 12. mann,Movie,Unrated,04 May 2018
1938,Den man alskar,Movie,,28 Sep 2007
1939,Den of Thieves,Movie,R,19 Jan 2018
1940,Denis Leary: No Cure For Cancer,Movie,R,20 Feb 1993
1941,Dennis and Gnasher Unleashed,Series,TV-Y,06 Nov 2017
1942,Dennis the Menace,Movie,PG,25 Jun 1993
1943,Dennou Coil,Series,TV-14,12 May 2007
1944,Deon Cole: Cole Hearted,Movie,,08 Oct 2019
1945,Department Q: A Conspiracy of Faith,Movie,Not Rated,17 Jun 2016
1946,Department Q: The Absent One,Movie,Not Rated,01 Jun 2016
1947,Department Q: The Keeper of Lost Causes,Movie,Not Rated,17 Jun 2016
1948,Departures,Movie,PG-13,19 Jun 2009
1949,Der Geilste Tag,Movie,,25 Feb 2016
1950,Der Tatortreiniger,Series,,05 Dec 2014
1951,Deranged,Movie,Not Rated,27 Jul 2012
1952,DeRay Davis: How to Act Black,Movie,,14 Nov 2017
1953,Derek,Series,TV-MA,12 Sep 2013
1954,Derren Brown: Miracle,Movie,,24 Apr 2011
1955,Derren Brown: Sacrifice,Movie,TV-14,19 Oct 2018
1956,Derren Brown: The Push,Movie,TV-MA,27 Feb 2018
1957,Derry Girls,Series,TV-MA,21 Dec 2018
1958,Des vents contraires,Movie,,14 Dec 2011
1959,Descendants of the Sun,Series,TV-14,24 Feb 2016
1960,Designated Survivor,Series,TV-14,21 Sep 2016
1961,Designated Survivor: 60 Days,Series,,01 Jul 2019
1962,Desolation,Movie,Not Rated,15 Dec 2017
1963,Desperado,Movie,R,25 Aug 1995
1964,Despicable Me,Movie,PG,09 Jul 2010
1965,Despicable Me 2,Movie,PG,03 Jul 2013
1966,Despicable Me 3,Movie,PG,30 Jun 2017
1967,Destination Wedding,Movie,R,10 May 2019
1968,Destiny,Movie,,17 Nov 2006
1969,Destiny: The Tale of Kamakura,Movie,,09 Dec 2017
1970,Destroy All Monsters,Movie,G,23 May 1969
1971,Detective Conan,Series,,14 Aug 2014
1972,Detective Downs,Movie,,15 Apr 2005
1973,Detective K: Secret of Virtuous Widow,Movie,,27 Jan 2011
1974,Detectorists,Series,Not Rated,02 Oct 2014
1975,Detention,Series,R,13 Apr 2012
1976,Detroit,Movie,R,04 Aug 2017
1977,Deuce Bigalow: European Gigolo,Movie,R,12 Aug 2005
1978,Dev.D,Movie,,06 Feb 2009
1979,Devil,Movie,PG-13,17 Sep 2010
1980,Devil May Cry,Series,TV-MA,14 Jun 2007
1981,Devilman Crybaby,Series,TV-MA,05 Jan 2018
1982,Devils Freedom,Movie,TV-MA,16 Mar 2018
1983,Devils Knot,Movie,Not Rated,12 Mar 2014
1984,Devils Line,Series,TV-14,07 Oct 2020
1985,Dew,Movie,,31 Oct 2019
1986,Dewi,Series,,24 May 2001
1987,Dhan Dhana Dhan Goal,Movie,,23 Nov 2007
1988,Dharmakshetra,Series,,19 Nov 2014
1989,Dheepan,Movie,R,13 May 2016
1990,Dhh,Movie,,28 Sep 2018
1991,Dhobi Ghat (Mumbai Diaries),Movie,TV-14,21 Jan 2011
1992,Di Renjie zhi Sidatianwang,Movie,TV-MA,27 Jul 2018
1993,Diablero,Series,TV-MA,21 Dec 2018
1994,Diagnosis,Series,,16 Aug 2019
1995,Diana,Movie,PG-13,20 Sep 2013
1996,Diary of a Big Man,Movie,,21 Jul 1988
1997,Diary of a Chambermaid,Movie,Not Rated,01 Apr 2015
1998,Diary of our Days at the  Breakwater,Series,,07 Apr 2020
1999,Diary Of Tootsies,Series,,
2000,Diaz: Dont Clean Up This Blood,Movie,,13 Apr 2012
2001,Dick Johnson Is Dead,Movie,PG-13,02 Oct 2020
2002,Dicte,Series,,07 Jan 2013
2003,Did You Hear About the Morgans?,Movie,PG-13,18 Dec 2009
2004,Die drei Rauber,Movie,Not Rated,18 Oct 2007
2005,Die göttliche Ordnung,Movie,,27 Oct 2017
2006,Die Hard,Movie,R,20 Jul 1988
2007,Die Hard 2 (Die Harder),Movie,,
2008,Die Hard 4.0,Movie,PG-13,27 Jun 2007
2009,Die Hard: With a Vengeance,Movie,R,19 May 1995
2010,Die Tomorrow,Movie,,23 Sep 2017
2011,Diego Maradona,Movie,TV-14,20 Sep 2019
2012,Digby Dragon,Series,,04 Jul 2016
2013,Digimon Adventure,Series,TV-Y7-FV,14 Aug 1999
2014,Digimon Adventure tri. Chapter 3: Confession,Movie,Not Rated,23 Sep 2016
2015,Digimon Adventure tri. Chapter 4: Lost,Movie,Not Rated,20 Nov 2015
2016,Digimon Adventure Tri. Chapter 6 Our Future,Movie,TV-PG,20 Sep 2018
2017,Dikkenek,Movie,,21 Jun 2006
2018,Dil,Movie,Not Rated,04 Apr 2003
2019,Dil Chahta Hai,Movie,Not Rated,10 Aug 2001
2020,Dil Dhadakne Do,Movie,Not Rated,05 Jun 2015
2021,Dil Se,Movie,Not Rated,21 Aug 1998
2022,Dilan 1990,Movie,TV-14,25 Jan 2018
2023,Dilan 1991,Movie,TV-14,28 Feb 2019
2024,Dilili in Paris,Movie,PG,04 Oct 2019
2025,Dilwale,Movie,Not Rated,18 Dec 2015
2026,Dining Together,Series,,19 Oct 2016
2027,Dinner for Schmucks,Movie,PG-13,30 Jul 2010
2028,Dinner With Friends,Movie,R,11 Aug 2001
2029,Dinnerladies,Series,,12 Dec 1999
2030,Dino Girl Gauko,Series,TV-Y7-FV,
2031,Dinotrux,Series,TV-Y7-FV,14 Aug 2015
2032,Dinotrux Supercharged,Series,TV-Y7,10 Nov 2017
2033,Dirk Gentlys Holistic Detective Agency,Series,TV-14,22 Oct 2016
2034,Dirty Dancing,Movie,PG-13,21 Aug 1987
2035,Dirty Grandpa,Movie,R,22 Jan 2016
2036,Dirty Harry,Movie,R,23 Dec 1971
2037,Dirty John,Series,TV-14,25 Nov 2018
